geometry_id,run_id,gun_particle,nLayers,seg1_layers,seg2_layers,seg3_layers,t_absorber_seg1,t_absorber_seg2,t_absorber_seg3,t_scin_seg1,t_scin_seg2,t_scin_seg3,t_spacer,kinetic_energy_GeV,total_energy_GeV,muon_threshold_GeV,detection_efficiency,energy_resolution
e85c794c,run36e12374e5,neutron,10,3,3,4,3.5966,4.0584,3.773,0.53,0.4245,0.4041,0.05,2.0,2.9395654205,0.02,0.5036666666666667,0.40517326867706077
e85c794c,run86a7945965,kaon0L,10,3,3,4,3.5966,4.0584,3.773,0.53,0.4245,0.4041,0.05,2.0,2.497611,0.02,0.6433333333333333,0.4067538648931191
5a9945a0,run9903363611,kaon0L,10,3,3,4,3.7754,4.4953,4.1395,0.4978,0.4576,0.4076,0.05,2.0,2.497611,0.02,0.6246666666666667,0.38752369205451803
5a9945a0,rune535555cca,neutron,10,3,3,4,3.7754,4.4953,4.1395,0.4978,0.4576,0.4076,0.05,2.0,2.9395654205,0.02,0.49033333333333334,0.423035933686206
b3a92429,run87a1d490a6,neutron,10,3,3,4,4.1174,4.1886,4.3261,0.5975,0.3738,0.4754,0.05,2.0,2.9395654205,0.02,0.5106666666666667,0.44572054743037276
b3a92429,rune8cb92b490,kaon0L,10,3,3,4,4.1174,4.1886,4.3261,0.5975,0.3738,0.4754,0.05,2.0,2.497611,0.02,0.667,0.3910148169968088
bf418346,run307905a8d7,kaon0L,10,3,3,4,3.6451,4.2743,3.7007,0.5285,0.4208,0.3952,0.05,2.0,2.497611,0.02,0.6513333333333333,0.40147110354556476
bf418346,run12191521c8,neutron,10,3,3,4,3.6451,4.2743,3.7007,0.5285,0.4208,0.3952,0.05,2.0,2.9395654205,0.02,0.4786666666666667,0.444315855105579
833f96ce,runfcf50fdb15,kaon0L,10,3,3,4,3.7999,4.3693,4.3893,0.5794,0.3038,0.4258,0.05,2.0,2.497611,0.02,0.5833333333333334,0.4192427419132394
833f96ce,run9bba5809ae,neutron,10,3,3,4,3.7999,4.3693,4.3893,0.5794,0.3038,0.4258,0.05,2.0,2.9395654205,0.02,0.439,0.4110981844372983
a27b73b0,run65cf445a11,neutron,10,3,3,4,4.2884,3.6742,4.3994,0.3627,0.5689,0.4553,0.05,2.0,2.9395654205,0.02,0.48833333333333334,0.4077487226795652
a27b73b0,runb8a24971e4,kaon0L,10,3,3,4,4.2884,3.6742,4.3994,0.3627,0.5689,0.4553,0.05,2.0,2.497611,0.02,0.621,0.41341451510577654
14fe6567,run33e12fb108,kaon0L,10,3,3,4,4.1278,3.6292,3.6814,0.5987,0.4344,0.4032,0.05,2.0,2.497611,0.02,0.6646666666666666,0.4352180094888915
14fe6567,run66579252cd,neutron,10,3,3,4,4.1278,3.6292,3.6814,0.5987,0.4344,0.4032,0.05,2.0,2.9395654205,0.02,0.526,0.3863691732369251
4e10581d,run7d944c7c30,neutron,10,3,3,4,3.5182,3.6587,4.3121,0.414,0.5044,0.4436,0.05,2.0,2.9395654205,0.02,0.49733333333333335,0.36947760520663264
4e10581d,run21d573aab7,kaon0L,10,3,3,4,3.5182,3.6587,4.3121,0.414,0.5044,0.4436,0.05,2.0,2.497611,0.02,0.6443333333333333,0.4031434607083616
2c0c56a3,run8d5cf32f34,neutron,10,3,3,4,4.4614,3.6932,4.4907,0.4909,0.474,0.5202,0.05,2.0,2.9395654205,0.02,0.5293333333333333,0.3985457409786989
2c0c56a3,run9704b7899d,kaon0L,10,3,3,4,4.4614,3.6932,4.4907,0.4909,0.474,0.5202,0.05,2.0,2.497611,0.02,0.678,0.3945587292663877
75dbc9b5,run9f3f7c8200,neutron,10,3,3,4,3.9044,4.2378,4.2953,0.5478,0.5955,0.3065,0.05,2.0,2.9395654205,0.02,0.543,0.4277596503755554
75dbc9b5,run2514550577,kaon0L,10,3,3,4,3.9044,4.2378,4.2953,0.5478,0.5955,0.3065,0.05,2.0,2.497611,0.02,0.6583333333333333,0.4279602999390827
307c33c5,run0f4f5d39ff,kaon0L,10,3,3,4,3.8988,3.5958,4.4255,0.3093,0.3396,0.4208,0.05,2.0,2.497611,0.02,0.4696666666666667,0.34515416928199005
307c33c5,runfbcfb798f4,neutron,10,3,3,4,3.8988,3.5958,4.4255,0.3093,0.3396,0.4208,0.05,2.0,2.9395654205,0.02,0.32366666666666666,0.34949749832516935
6187061c,runddec578b9a,neutron,10,3,3,4,3.5131,3.84,3.618,0.5095,0.5777,0.5221,0.05,2.0,2.9395654205,0.02,0.616,0.410159164041442
6187061c,run4f7b525ec9,kaon0L,10,3,3,4,3.5131,3.84,3.618,0.5095,0.5777,0.5221,0.05,2.0,2.497611,0.02,0.7273333333333334,0.40851625943463304
2a6170b3,run9863c6448c,kaon0L,10,3,3,4,3.9619,3.941,4.4271,0.5225,0.42,0.4646,0.05,2.0,2.497611,0.02,0.6613333333333333,0.4302665121016719
2a6170b3,run92b4753afd,neutron,10,3,3,4,3.9619,3.941,4.4271,0.5225,0.42,0.4646,0.05,2.0,2.9395654205,0.02,0.5156666666666667,0.42085228765514043
053c866b,run6345d8494c,neutron,10,3,3,4,3.6305,3.6426,4.0302,0.3683,0.598,0.4582,0.05,2.0,2.9395654205,0.02,0.5296666666666666,0.40775541086515493
053c866b,run0429743c64,kaon0L,10,3,3,4,3.6305,3.6426,4.0302,0.3683,0.598,0.4582,0.05,2.0,2.497611,0.02,0.669,0.42609662922238084
1bb09549,run4d1cf14b59,neutron,10,3,3,4,4.4199,4.2924,4.1047,0.4024,0.3516,0.4166,0.05,2.0,2.9395654205,0.02,0.3473333333333333,0.4035559815490884
1bb09549,run292a241fd3,kaon0L,10,3,3,4,4.4199,4.2924,4.1047,0.4024,0.3516,0.4166,0.05,2.0,2.497611,0.02,0.5206666666666667,0.3900926878742247
26e87930,run8301e3ee46,kaon0L,10,3,3,4,3.6585,4.1472,4.156,0.3541,0.3683,0.4229,0.05,2.0,2.497611,0.02,0.544,0.3628307883031296
26e87930,runaa4ac88b25,neutron,10,3,3,4,3.6585,4.1472,4.156,0.3541,0.3683,0.4229,0.05,2.0,2.9395654205,0.02,0.36633333333333334,0.38369728090483673
24a47a91,run51a2fdd15d,kaon0L,10,3,3,4,3.6093,4.0383,4.3746,0.5732,0.52,0.5133,0.05,2.0,2.497611,0.02,0.7156666666666667,0.42125388468856795
24a47a91,run1e9344f45a,neutron,10,3,3,4,3.6093,4.0383,4.3746,0.5732,0.52,0.5133,0.05,2.0,2.9395654205,0.02,0.5843333333333334,0.43362828247714347
8ef84b07,rund6b3b08e55,kaon0L,10,3,3,4,3.9561,3.8274,4.0828,0.3723,0.4708,0.5729,0.05,2.0,2.497611,0.02,0.655,0.3864931910442965
8ef84b07,run2904608441,neutron,10,3,3,4,3.9561,3.8274,4.0828,0.3723,0.4708,0.5729,0.05,2.0,2.9395654205,0.02,0.5116666666666667,0.4265060786041745
2611d793,run8919990998,neutron,10,3,3,4,4.0968,3.92,4.0001,0.3473,0.4597,0.4478,0.05,2.0,2.9395654205,0.02,0.44,0.40772550482385705
2611d793,runfa25a069b6,kaon0L,10,3,3,4,4.0968,3.92,4.0001,0.3473,0.4597,0.4478,0.05,2.0,2.497611,0.02,0.568,0.3833635979549565
d215f3dd,run1ab6f8efd1,neutron,10,3,3,4,4.1074,4.0453,3.7993,0.4406,0.461,0.3472,0.05,2.0,2.9395654205,0.02,0.432,0.36254107583420975
d215f3dd,runf8e640d9ad,kaon0L,10,3,3,4,4.1074,4.0453,3.7993,0.4406,0.461,0.3472,0.05,2.0,2.497611,0.02,0.5933333333333334,0.3930551849611621
1366f069,runeeaf4d1449,neutron,10,3,3,4,3.9383,4.0838,3.548,0.5763,0.4079,0.3675,0.05,2.0,2.9395654205,0.02,0.4826666666666667,0.39961653431582184
1366f069,run45350e8d30,kaon0L,10,3,3,4,3.9383,4.0838,3.548,0.5763,0.4079,0.3675,0.05,2.0,2.497611,0.02,0.6276666666666667,0.4362502632726245
7e5df07f,run2fdc6b8313,neutron,10,3,3,4,4.024,4.4237,4.2024,0.5351,0.5491,0.3939,0.05,2.0,2.9395654205,0.02,0.5526666666666666,0.39642492213642766
7e5df07f,runf5770e053c,kaon0L,10,3,3,4,4.024,4.4237,4.2024,0.5351,0.5491,0.3939,0.05,2.0,2.497611,0.02,0.6756666666666666,0.3904639011249642
1d304dd4,run82fcc027cd,neutron,10,3,3,4,4.3301,4.0707,3.5994,0.3663,0.4459,0.3891,0.05,2.0,2.9395654205,0.02,0.4096666666666667,0.36529976426785327
1d304dd4,runfcd62861da,kaon0L,10,3,3,4,4.3301,4.0707,3.5994,0.3663,0.4459,0.3891,0.05,2.0,2.497611,0.02,0.5516666666666666,0.3841029794776368
391e3b1f,runeb2cf39a04,kaon0L,10,3,3,4,3.9858,3.9041,3.6277,0.4435,0.5447,0.3784,0.05,2.0,2.497611,0.02,0.6416666666666667,0.39057341077125013
391e3b1f,run2e62383fa9,neutron,10,3,3,4,3.9858,3.9041,3.6277,0.4435,0.5447,0.3784,0.05,2.0,2.9395654205,0.02,0.515,0.3900128462884469
93a0ac75,runf6eed4a474,neutron,10,3,3,4,4.0723,4.3431,4.1811,0.3611,0.4135,0.3856,0.05,2.0,2.9395654205,0.02,0.363,0.3699498278933533
93a0ac75,runba8d34a0e0,kaon0L,10,3,3,4,4.0723,4.3431,4.1811,0.3611,0.4135,0.3856,0.05,2.0,2.497611,0.02,0.5183333333333333,0.408609595442565
4968921c,run6151538693,kaon0L,10,3,3,4,3.8472,4.2991,4.4339,0.3416,0.3582,0.4265,0.05,2.0,2.497611,0.02,0.4876666666666667,0.3847761663642036
4968921c,run2c9cd769c4,neutron,10,3,3,4,3.8472,4.2991,4.4339,0.3416,0.3582,0.4265,0.05,2.0,2.9395654205,0.02,0.3406666666666667,0.3672039872249789
0f6e860e,run8117c5d0a5,neutron,10,3,3,4,3.5288,3.8362,4.2661,0.3366,0.547,0.311,0.05,2.0,2.9395654205,0.02,0.443,0.3841930235867256
0f6e860e,run52466ba47e,kaon0L,10,3,3,4,3.5288,3.8362,4.2661,0.3366,0.547,0.311,0.05,2.0,2.497611,0.02,0.5586666666666666,0.39045954003216127
9a5a868b,runf9f62a7c48,kaon0L,10,3,3,4,4.1896,4.3197,4.2727,0.3795,0.4384,0.5089,0.05,2.0,2.497611,0.02,0.6113333333333333,0.3876246635719733
9a5a868b,runbbae39ec7e,neutron,10,3,3,4,4.1896,4.3197,4.2727,0.3795,0.4384,0.5089,0.05,2.0,2.9395654205,0.02,0.433,0.40271677975421816
1e49465a,run75dc8f3b97,kaon0L,10,3,3,4,4.3847,4.209,4.3017,0.4697,0.3619,0.482,0.05,2.0,2.497611,0.02,0.609,0.36997404800821193
1e49465a,run49992d1511,neutron,10,3,3,4,4.3847,4.209,4.3017,0.4697,0.3619,0.482,0.05,2.0,2.9395654205,0.02,0.43966666666666665,0.38319663060880726
0e2f56a4,run94f4885165,kaon0L,10,3,3,4,3.7822,4.4806,4.4167,0.4597,0.5409,0.5925,0.05,2.0,2.497611,0.02,0.7123333333333334,0.4101652076435975
0e2f56a4,run4d27e50774,neutron,10,3,3,4,3.7822,4.4806,4.4167,0.4597,0.5409,0.5925,0.05,2.0,2.9395654205,0.02,0.5816666666666667,0.3821558161506302
8c3ff9ab,runcd884d0ab6,neutron,10,3,3,4,4.4909,3.5828,4.3631,0.5421,0.4697,0.4893,0.05,2.0,2.9395654205,0.02,0.55,0.42993651957638596
8c3ff9ab,run7ab203c726,kaon0L,10,3,3,4,4.4909,3.5828,4.3631,0.5421,0.4697,0.4893,0.05,2.0,2.497611,0.02,0.6896666666666667,0.40379064068135584
cbb73eff,runabbf181f30,kaon0L,10,3,3,4,4.4514,4.01,3.6574,0.5173,0.5932,0.3148,0.05,2.0,2.497611,0.02,0.6386666666666667,0.4130439521843502
cbb73eff,run7f68cb036d,neutron,10,3,3,4,4.4514,4.01,3.6574,0.5173,0.5932,0.3148,0.05,2.0,2.9395654205,0.02,0.5226666666666666,0.39501927149197497
891cb5ef,run7e5c53afc7,kaon0L,10,3,3,4,4.1804,4.4018,3.7636,0.4069,0.4097,0.4784,0.05,2.0,2.497611,0.02,0.5846666666666667,0.40059399422108183
891cb5ef,run7db6245c69,neutron,10,3,3,4,4.1804,4.4018,3.7636,0.4069,0.4097,0.4784,0.05,2.0,2.9395654205,0.02,0.446,0.38582240177068633
885fb931,run9aacc1846d,neutron,10,3,3,4,4.2203,3.9866,4.0668,0.5204,0.4911,0.3713,0.05,2.0,2.9395654205,0.02,0.5126666666666667,0.36993809420118995
885fb931,runefce83c5e6,kaon0L,10,3,3,4,4.2203,3.9866,4.0668,0.5204,0.4911,0.3713,0.05,2.0,2.497611,0.02,0.6296666666666667,0.4164859851753253
6c9a8efb,run96e9e3fe78,neutron,10,3,3,4,3.5021,4.1432,3.6726,0.5755,0.4463,0.3509,0.05,2.0,2.9395654205,0.02,0.505,0.40976220934667845
6c9a8efb,runc8b9e97068,kaon0L,10,3,3,4,3.5021,4.1432,3.6726,0.5755,0.4463,0.3509,0.05,2.0,2.497611,0.02,0.649,0.3919365684660623
0d0070b1,run931f02ad1a,kaon0L,10,3,3,4,4.3723,3.9476,3.6507,0.4051,0.3476,0.3268,0.05,2.0,2.497611,0.02,0.49033333333333334,0.33854480111264723
0d0070b1,runc8a68716d4,neutron,10,3,3,4,4.3723,3.9476,3.6507,0.4051,0.3476,0.3268,0.05,2.0,2.9395654205,0.02,0.32033333333333336,0.4299474909218944
11ea6552,run4af6210384,kaon0L,10,3,3,4,4.4391,4.1797,4.1298,0.554,0.3678,0.4366,0.05,2.0,2.497611,0.02,0.6156666666666667,0.4118299692361381
11ea6552,run103585ac3b,neutron,10,3,3,4,4.4391,4.1797,4.1298,0.554,0.3678,0.4366,0.05,2.0,2.9395654205,0.02,0.4786666666666667,0.38592249632146153
6669c902,run2d17d0db01,kaon0L,10,3,3,4,3.523,4.2162,3.5055,0.45,0.3067,0.4381,0.05,2.0,2.497611,0.02,0.562,0.39259955539422464
6669c902,run180a360c46,neutron,10,3,3,4,3.523,4.2162,3.5055,0.45,0.3067,0.4381,0.05,2.0,2.9395654205,0.02,0.40066666666666667,0.435870369666824
fc66bb0e,run3302c1aa71,kaon0L,10,3,3,4,3.9936,3.6389,3.8947,0.4791,0.3498,0.3977,0.05,2.0,2.497611,0.02,0.5923333333333334,0.3898152587646493
fc66bb0e,run0bff021105,neutron,10,3,3,4,3.9936,3.6389,3.8947,0.4791,0.3498,0.3977,0.05,2.0,2.9395654205,0.02,0.42933333333333334,0.35834355226581255
ed1e08a2,run2c525b5074,kaon0L,10,3,3,4,4.4819,3.653,4.2583,0.5124,0.4667,0.3631,0.05,2.0,2.497611,0.02,0.631,0.38375563974360727
ed1e08a2,runc0d5d7c2ec,neutron,10,3,3,4,4.4819,3.653,4.2583,0.5124,0.4667,0.3631,0.05,2.0,2.9395654205,0.02,0.47933333333333333,0.3858120998224254
da038f11,run68bcb9f514,neutron,10,3,3,4,4.4732,3.6666,3.9685,0.3323,0.4044,0.301,0.05,2.0,2.9395654205,0.02,0.3253333333333333,0.3889641547619037
da038f11,run2dd9e3d860,kaon0L,10,3,3,4,4.4732,3.6666,3.9685,0.3323,0.4044,0.301,0.05,2.0,2.497611,0.02,0.4683333333333333,0.34040595599168466
e23ada1a,run120b204703,kaon0L,10,3,3,4,4.3565,4.377,4.1919,0.3073,0.3645,0.378,0.05,2.0,2.497611,0.02,0.43566666666666665,0.3670729650913919
e23ada1a,runed1e89ee2e,neutron,10,3,3,4,4.3565,4.377,4.1919,0.3073,0.3645,0.378,0.05,2.0,2.9395654205,0.02,0.2813333333333333,0.40317780484342036
9b87f1d8,runcc9d5f39a1,kaon0L,10,3,3,4,3.9762,3.5785,4.4562,0.5103,0.5879,0.5361,0.05,2.0,2.497611,0.02,0.737,0.4078839555249699
9b87f1d8,run80d55ae226,neutron,10,3,3,4,3.9762,3.5785,4.4562,0.5103,0.5879,0.5361,0.05,2.0,2.9395654205,0.02,0.616,0.42408650979439416
5f0715ea,run1df1557edc,kaon0L,10,3,3,4,4.1384,3.88,4.3165,0.3289,0.4773,0.4459,0.05,2.0,2.497611,0.02,0.579,0.3807757469375571
5f0715ea,runfe5fc8b716,neutron,10,3,3,4,4.1384,3.88,4.3165,0.3289,0.4773,0.4459,0.05,2.0,2.9395654205,0.02,0.4246666666666667,0.3906037927989272
bd97652c,runbdf73b2a53,kaon0L,10,3,3,4,4.4798,3.5539,3.9813,0.4309,0.4787,0.5632,0.05,2.0,2.497611,0.02,0.6616666666666666,0.3991094946771101
bd97652c,runbf518c1a15,neutron,10,3,3,4,4.4798,3.5539,3.9813,0.4309,0.4787,0.5632,0.05,2.0,2.9395654205,0.02,0.5256666666666666,0.38533443462699685
96778a1f,run039389217f,neutron,10,3,3,4,3.6976,4.2727,3.6384,0.4659,0.3376,0.3692,0.05,2.0,2.9395654205,0.02,0.3963333333333333,0.37601095650469896
96778a1f,run7210189fab,kaon0L,10,3,3,4,3.6976,4.2727,3.6384,0.4659,0.3376,0.3692,0.05,2.0,2.497611,0.02,0.5576666666666666,0.40221058701545076
371175c1,run8b60d2efdb,neutron,10,3,3,4,4.0634,4.4195,3.8866,0.5841,0.3119,0.3048,0.05,2.0,2.9395654205,0.02,0.4086666666666667,0.4107271855401875
371175c1,run14ccb56e55,kaon0L,10,3,3,4,4.0634,4.4195,3.8866,0.5841,0.3119,0.3048,0.05,2.0,2.497611,0.02,0.5396666666666666,0.391044193140404
ebc48997,run874c3e68dd,kaon0L,10,3,3,4,4.0406,4.3299,3.9759,0.595,0.3315,0.5079,0.05,2.0,2.497611,0.02,0.6473333333333333,0.40053750158871676
ebc48997,rune9f4514392,neutron,10,3,3,4,4.0406,4.3299,3.9759,0.595,0.3315,0.5079,0.05,2.0,2.9395654205,0.02,0.49666666666666665,0.4030925137226356
0988d8c0,runba8f1860b4,neutron,10,3,3,4,4.1424,3.5054,3.9443,0.5254,0.335,0.4498,0.05,2.0,2.9395654205,0.02,0.467,0.3964608305282167
0988d8c0,run47544d4e11,kaon0L,10,3,3,4,4.1424,3.5054,3.9443,0.5254,0.335,0.4498,0.05,2.0,2.497611,0.02,0.6083333333333333,0.38694117259164645
a8df8ba0,run8afbc72911,neutron,10,3,3,4,4.3655,3.6056,3.8721,0.5442,0.4963,0.3909,0.05,2.0,2.9395654205,0.02,0.524,0.39645918608318387
a8df8ba0,runb8d6cc478d,kaon0L,10,3,3,4,4.3655,3.6056,3.8721,0.5442,0.4963,0.3909,0.05,2.0,2.497611,0.02,0.661,0.40849754484646167
ab14479f,runbb2a8adad5,neutron,10,3,3,4,3.5463,4.4744,3.6427,0.5832,0.5726,0.5282,0.05,2.0,2.9395654205,0.02,0.635,0.42987490413891627
ab14479f,run7d34ca05c5,kaon0L,10,3,3,4,3.5463,4.4744,3.6427,0.5832,0.5726,0.5282,0.05,2.0,2.497611,0.02,0.7373333333333333,0.41891738835962344
c0ff2a74,run2ee08b9045,kaon0L,10,3,3,4,4.3923,4.1609,3.7583,0.3435,0.3408,0.5417,0.05,2.0,2.497611,0.02,0.531,0.3687421302655632
c0ff2a74,run0c3d1382cd,neutron,10,3,3,4,4.3923,4.1609,3.7583,0.3435,0.3408,0.5417,0.05,2.0,2.9395654205,0.02,0.37633333333333335,0.3782659811601976
1288e8aa,run2a5c5c4f5c,kaon0L,10,3,3,4,4.1707,3.8151,3.5339,0.4441,0.3335,0.4109,0.05,2.0,2.497611,0.02,0.5556666666666666,0.4244683449608546
1288e8aa,runbd328e7d87,neutron,10,3,3,4,4.1707,3.8151,3.5339,0.4441,0.3335,0.4109,0.05,2.0,2.9395654205,0.02,0.4083333333333333,0.4236892738277
