geometry_id,run_id,gun_particle,nLayers,seg1_layers,seg2_layers,seg3_layers,t_absorber_seg1,t_absorber_seg2,t_absorber_seg3,t_scin_seg1,t_scin_seg2,t_scin_seg3,t_spacer,kinetic_energy_GeV,total_energy_GeV,muon_threshold_GeV,detection_efficiency,energy_resolution
ab14479f,runec3da7e558,neutron,10,3,3,4,3.5463,4.4744,3.6427,0.5832,0.5726,0.5282,0.05,3.0,3.9395654205,0.02,0.7886666666666666,0.4207488013832365
c0ff2a74,run0550830893,neutron,10,3,3,4,4.3923,4.1609,3.7583,0.3435,0.3408,0.5417,0.05,3.0,3.9395654205,0.02,0.6616666666666666,0.3987121474201538
c0ff2a74,runad4922d6df,kaon0L,10,3,3,4,4.3923,4.1609,3.7583,0.3435,0.3408,0.5417,0.05,3.0,3.497611,0.02,0.7586666666666667,0.38962228000471366
1288e8aa,run009960f1d7,kaon0L,10,3,3,4,4.1707,3.8151,3.5339,0.4441,0.3335,0.4109,0.05,3.0,3.497611,0.02,0.742,0.379357340039013
1288e8aa,runfe58c6733d,neutron,10,3,3,4,4.1707,3.8151,3.5339,0.4441,0.3335,0.4109,0.05,3.0,3.9395654205,0.02,0.6626666666666666,0.41054699305053566
d9a55a29,run293dc9e9eb,kaon0L,10,3,3,4,3.6179,3.7626,3.9564,0.3223,0.57,0.5336,0.05,3.0,3.497611,0.02,0.7753333333333333,0.39883479974766306
d9a55a29,run2d5563254b,neutron,10,3,3,4,3.6179,3.7626,3.9564,0.3223,0.57,0.5336,0.05,3.0,3.9395654205,0.02,0.746,0.3951409995959418
e1841afc,run03870bb900,neutron,10,3,3,4,4.4447,3.552,4.5,0.4564,0.426,0.5184,0.05,3.0,3.9395654205,0.02,0.7336666666666667,0.40507033249156277
e1841afc,runab4bda1412,kaon0L,10,3,3,4,4.4447,3.552,4.5,0.4564,0.426,0.5184,0.05,3.0,3.497611,0.02,0.8026666666666666,0.38020905081645356
fb9d401c,rundbeee5d28a,kaon0L,10,3,3,4,3.5921,3.963,4.4448,0.5275,0.5821,0.4331,0.05,3.0,3.497611,0.02,0.7823333333333333,0.39318892937855565
fb9d401c,rune29664e7b6,neutron,10,3,3,4,3.5921,3.963,4.4448,0.5275,0.5821,0.4331,0.05,3.0,3.9395654205,0.02,0.7686666666666667,0.4350770389740462
fc83f3de,run9a51c2e10b,neutron,10,3,3,4,4.0928,4.3802,3.9976,0.3538,0.4366,0.328,0.05,3.0,3.9395654205,0.02,0.6273333333333333,0.3538793049104139
fc83f3de,rune211dd8f07,kaon0L,10,3,3,4,4.0928,4.3802,3.9976,0.3538,0.4366,0.328,0.05,3.0,3.497611,0.02,0.7156666666666667,0.3733564802270467
c98fb281,run91a3359a22,neutron,10,3,3,4,3.7359,3.7203,3.5108,0.54,0.4752,0.3191,0.05,3.0,3.9395654205,0.02,0.6953333333333334,0.415414108722874
c98fb281,runaead677123,kaon0L,10,3,3,4,3.7359,3.7203,3.5108,0.54,0.4752,0.3191,0.05,3.0,3.497611,0.02,0.733,0.4180490946924988
76ca540e,runc53878de76,kaon0L,10,3,3,4,3.8738,3.7931,3.6128,0.4838,0.528,0.326,0.05,3.0,3.497611,0.02,0.7546666666666667,0.40137963289489403
76ca540e,runac109ea390,neutron,10,3,3,4,3.8738,3.7931,3.6128,0.4838,0.528,0.326,0.05,3.0,3.9395654205,0.02,0.699,0.41470323993050584
bef970be,runda340d4755,neutron,10,3,3,4,4.2448,4.1022,4.3365,0.5531,0.5106,0.3571,0.05,3.0,3.9395654205,0.02,0.74,0.4267945787036888
bef970be,run5b5a2cc462,kaon0L,10,3,3,4,4.2448,4.1022,4.3365,0.5531,0.5106,0.3571,0.05,3.0,3.497611,0.02,0.7813333333333333,0.42330369210688584
aa1d2ba5,run94d24d10f2,kaon0L,10,3,3,4,4.0101,3.8577,4.1743,0.3154,0.5895,0.5826,0.05,3.0,3.497611,0.02,0.8046666666666666,0.4186870385983454
aa1d2ba5,runbaf43ba6b8,neutron,10,3,3,4,4.0101,3.8577,4.1743,0.3154,0.5895,0.5826,0.05,3.0,3.9395654205,0.02,0.7453333333333333,0.4178518118593928
eff094c3,run3519eb981e,kaon0L,10,3,3,4,4.0134,4.2538,3.8568,0.5057,0.4158,0.4193,0.05,3.0,3.497611,0.02,0.7906666666666666,0.3751439699854133
eff094c3,run146924a9f4,neutron,10,3,3,4,4.0134,4.2538,3.8568,0.5057,0.4158,0.4193,0.05,3.0,3.9395654205,0.02,0.6996666666666667,0.42251967113768235
5d8dca5d,run6d3084f6af,kaon0L,10,3,3,4,4.3237,3.5868,3.8771,0.3303,0.5081,0.5956,0.05,3.0,3.497611,0.02,0.7816666666666666,0.4165584836888909
5d8dca5d,run8eddcfe171,neutron,10,3,3,4,4.3237,3.5868,3.8771,0.3303,0.5081,0.5956,0.05,3.0,3.9395654205,0.02,0.73,0.41926642645274476
8c69e505,rune0a20d40d8,kaon0L,10,3,3,4,4.4241,3.5732,4.0345,0.5368,0.4491,0.3303,0.05,3.0,3.497611,0.02,0.7486666666666667,0.405314689525968
8c69e505,run0b0b3b9ea9,neutron,10,3,3,4,4.4241,3.5732,4.0345,0.5368,0.4491,0.3303,0.05,3.0,3.9395654205,0.02,0.6983333333333334,0.42013113659074786
1df36356,runeea08f778e,kaon0L,10,3,3,4,3.6758,4.0001,3.8131,0.4952,0.5386,0.5529,0.05,3.0,3.497611,0.02,0.8083333333333333,0.3700074339331385
1df36356,runff031e1e2c,neutron,10,3,3,4,3.6758,4.0001,3.8131,0.4952,0.5386,0.5529,0.05,3.0,3.9395654205,0.02,0.7816666666666666,0.4138658560895983
61334aff,run997d1d015c,kaon0L,10,3,3,4,3.6611,3.7165,4.1187,0.3653,0.3569,0.4133,0.05,3.0,3.497611,0.02,0.735,0.39031659773777594
61334aff,run916ece22f3,neutron,10,3,3,4,3.6611,3.7165,4.1187,0.3653,0.3569,0.4133,0.05,3.0,3.9395654205,0.02,0.647,0.3819083582534522
28463cd7,run1f15520172,kaon0L,10,3,3,4,4.1629,3.9151,4.2505,0.3185,0.4429,0.5796,0.05,3.0,3.497611,0.02,0.7786666666666666,0.4133367066297657
28463cd7,runaabee55f5f,neutron,10,3,3,4,4.1629,3.9151,4.2505,0.3185,0.4429,0.5796,0.05,3.0,3.9395654205,0.02,0.7073333333333334,0.41191800824085856
5ad50cb4,runccd107a435,neutron,10,3,3,4,3.6857,4.4906,4.058,0.5884,0.3052,0.5483,0.05,3.0,3.9395654205,0.02,0.741,0.45533443128315687
5ad50cb4,runedc320ef98,kaon0L,10,3,3,4,3.6857,4.4906,4.058,0.5884,0.3052,0.5483,0.05,3.0,3.497611,0.02,0.783,0.4213121597606742
455f73bc,runf1a5ed0d14,kaon0L,10,3,3,4,3.6209,4.286,3.7883,0.5482,0.3852,0.559,0.05,3.0,3.497611,0.02,0.801,0.418270149211334
455f73bc,run42ffb6b6b7,neutron,10,3,3,4,3.6209,4.286,3.7883,0.5482,0.3852,0.559,0.05,3.0,3.9395654205,0.02,0.7556666666666667,0.4206981982535218
4cc68285,run25cd1e70a4,kaon0L,10,3,3,4,4.2702,3.748,4.0958,0.3987,0.538,0.5893,0.05,3.0,3.497611,0.02,0.8023333333333333,0.4237988793509393
4cc68285,run1faaa4891e,neutron,10,3,3,4,4.2702,3.748,4.0958,0.3987,0.538,0.5893,0.05,3.0,3.9395654205,0.02,0.7723333333333333,0.40870736761694876
4ca425c5,run2a645f694d,neutron,10,3,3,4,3.8539,3.6106,4.2921,0.4932,0.3621,0.4295,0.05,3.0,3.9395654205,0.02,0.6833333333333333,0.40875200591739175
4ca425c5,run1aa17ca31a,kaon0L,10,3,3,4,3.8539,3.6106,4.2921,0.4932,0.3621,0.4295,0.05,3.0,3.497611,0.02,0.7496666666666667,0.39298270106835925
a0407d2b,rund5a159cb09,kaon0L,10,3,3,4,4.2103,4.3631,4.23,0.3751,0.558,0.3438,0.05,3.0,3.497611,0.02,0.7573333333333333,0.40813665981606
a0407d2b,runc28dbe50ab,neutron,10,3,3,4,4.2103,4.3631,4.23,0.3751,0.558,0.3438,0.05,3.0,3.9395654205,0.02,0.6893333333333334,0.3865443739091618
ac874649,runbf22375cea,neutron,10,3,3,4,3.8268,3.532,3.7106,0.3712,0.4224,0.494,0.05,3.0,3.9395654205,0.02,0.7093333333333334,0.39326170799319404
ac874649,run2e36422c1e,kaon0L,10,3,3,4,3.8268,3.532,3.7106,0.3712,0.4224,0.494,0.05,3.0,3.497611,0.02,0.7683333333333333,0.38997283410413686
bc63d385,run08cb6a0ec9,kaon0L,10,3,3,4,3.7591,3.7318,3.518,0.4082,0.4943,0.5641,0.05,3.0,3.497611,0.02,0.7953333333333333,0.3858905181117892
bc63d385,run276fde7cb2,neutron,10,3,3,4,3.7591,3.7318,3.518,0.4082,0.4943,0.5641,0.05,3.0,3.9395654205,0.02,0.7486666666666667,0.4089678251567358
cfb6c8a1,rune1c8558bc1,neutron,10,3,3,4,3.9918,4.1206,3.6013,0.4988,0.5993,0.3739,0.05,3.0,3.9395654205,0.02,0.744,0.42945072663942707
cfb6c8a1,run7364041c9d,kaon0L,10,3,3,4,3.9918,4.1206,3.6013,0.4988,0.5993,0.3739,0.05,3.0,3.497611,0.02,0.788,0.40627000681900066
6142e7a4,run5056efc6ac,neutron,10,3,3,4,4.3975,3.6227,3.6893,0.4391,0.4333,0.3343,0.05,3.0,3.9395654205,0.02,0.6786666666666666,0.4095672540653697
6142e7a4,run5eb435eb4f,kaon0L,10,3,3,4,4.3975,3.6227,3.6893,0.4391,0.4333,0.3343,0.05,3.0,3.497611,0.02,0.74,0.3804734684971443
36ef355f,rundf6facd107,neutron,10,3,3,4,4.199,3.6165,3.7797,0.3268,0.3894,0.4817,0.05,3.0,3.9395654205,0.02,0.667,0.3830373173524156
36ef355f,runb58b67abf7,kaon0L,10,3,3,4,4.199,3.6165,3.7797,0.3268,0.3894,0.4817,0.05,3.0,3.497611,0.02,0.7406666666666667,0.38515605960535415
e627e088,run6e92c1e678,kaon0L,10,3,3,4,4.0585,4.4121,4.0867,0.3112,0.4525,0.4668,0.05,3.0,3.497611,0.02,0.756,0.3961319954081263
e627e088,run1f2c21ee5e,neutron,10,3,3,4,4.0585,4.4121,4.0867,0.3112,0.4525,0.4668,0.05,3.0,3.9395654205,0.02,0.661,0.40362577322886334
c8ee82e4,runb511f18db8,kaon0L,10,3,3,4,4.1569,4.4467,4.2771,0.4154,0.3449,0.4533,0.05,3.0,3.497611,0.02,0.7646666666666667,0.36782720940126407
c8ee82e4,runeedc28a9c8,neutron,10,3,3,4,4.1569,4.4467,4.2771,0.4154,0.3449,0.4533,0.05,3.0,3.9395654205,0.02,0.6583333333333333,0.39139581849056215
36b4d2c1,run10305096fa,kaon0L,10,3,3,4,3.8409,3.8078,4.4083,0.3387,0.5611,0.3837,0.05,3.0,3.497611,0.02,0.771,0.399129521120837
36b4d2c1,run421c1bb5c9,neutron,10,3,3,4,3.8409,3.8078,4.4083,0.3387,0.5611,0.3837,0.05,3.0,3.9395654205,0.02,0.6913333333333334,0.4173953325228951
87f896ff,run7d94faa4d0,neutron,10,3,3,4,4.3028,3.7012,3.8524,0.5385,0.4821,0.3525,0.05,3.0,3.9395654205,0.02,0.7096666666666667,0.4037927308350413
87f896ff,run093811ea76,kaon0L,10,3,3,4,4.3028,3.7012,3.8524,0.5385,0.4821,0.3525,0.05,3.0,3.497611,0.02,0.7766666666666666,0.40238483939690384
4db37941,runcdd556940e,kaon0L,10,3,3,4,3.6057,4.0299,4.1731,0.4741,0.3095,0.5273,0.05,3.0,3.497611,0.02,0.7753333333333333,0.3738047923818689
4db37941,runa7cd56abb0,neutron,10,3,3,4,3.6057,4.0299,4.1731,0.4741,0.3095,0.5273,0.05,3.0,3.9395654205,0.02,0.7146666666666667,0.42801695689327524
9b9dba39,runa2d9cb78f5,kaon0L,10,3,3,4,3.7211,4.1344,3.9304,0.4222,0.5359,0.5902,0.05,3.0,3.497611,0.02,0.8143333333333334,0.38383685634458736
9b9dba39,run359928a1f1,neutron,10,3,3,4,3.7211,4.1344,3.9304,0.4222,0.5359,0.5902,0.05,3.0,3.9395654205,0.02,0.785,0.4178998211905402
eb02e698,runcfec7b4828,kaon0L,10,3,3,4,3.7668,4.3967,3.7475,0.572,0.4623,0.5454,0.05,3.0,3.497611,0.02,0.8106666666666666,0.40157593720987417
eb02e698,run7c1d6b4059,neutron,10,3,3,4,3.7668,4.3967,3.7475,0.572,0.4623,0.5454,0.05,3.0,3.9395654205,0.02,0.7713333333333333,0.425235651724603
2eb132ec,run35a47ca1bd,neutron,10,3,3,4,4.3154,3.5646,4.0079,0.4487,0.3231,0.4687,0.05,3.0,3.9395654205,0.02,0.6866666666666666,0.3976772599273781
2eb132ec,run0582941e72,kaon0L,10,3,3,4,4.3154,3.5646,4.0079,0.4487,0.3231,0.4687,0.05,3.0,3.497611,0.02,0.7613333333333333,0.38170811453113973
ca0c6d85,runaef404b40d,kaon0L,10,3,3,4,3.7284,3.669,3.663,0.3481,0.5143,0.4147,0.05,3.0,3.497611,0.02,0.753,0.4020553969570945
ca0c6d85,rune1a3340a71,neutron,10,3,3,4,3.7284,3.669,3.663,0.3481,0.5143,0.4147,0.05,3.0,3.9395654205,0.02,0.6916666666666667,0.3943167021686995
debf9d4f,run06ff80867f,kaon0L,10,3,3,4,4.228,4.2278,4.2364,0.3174,0.4547,0.4969,0.05,3.0,3.497611,0.02,0.7606666666666667,0.396677520659281
debf9d4f,run64b0eb70c0,neutron,10,3,3,4,4.228,4.2278,4.2364,0.3174,0.4547,0.4969,0.05,3.0,3.9395654205,0.02,0.6973333333333334,0.3813270743474211
7ee5b35e,run1726c59af7,kaon0L,10,3,3,4,3.7627,3.7988,3.9108,0.5007,0.591,0.5774,0.05,3.0,3.497611,0.02,0.804,0.39490428504934644
7ee5b35e,runcc6f4d728c,neutron,10,3,3,4,3.7627,3.7988,3.9108,0.5007,0.591,0.5774,0.05,3.0,3.9395654205,0.02,0.7883333333333333,0.4107382664390857
25b54c79,run2094ca3944,neutron,10,3,3,4,3.8383,4.3238,4.4059,0.5147,0.5573,0.5357,0.05,3.0,3.9395654205,0.02,0.7736666666666666,0.4267885231650829
25b54c79,run2263b8255a,kaon0L,10,3,3,4,3.8383,4.3238,4.4059,0.5147,0.5573,0.5357,0.05,3.0,3.497611,0.02,0.8223333333333334,0.408537325803144
6e0b8628,runabcb9e0f22,neutron,10,3,3,4,3.9481,4.1174,4.018,0.47,0.3927,0.5153,0.05,3.0,3.9395654205,0.02,0.733,0.38190838025877766
6e0b8628,run00f174382b,kaon0L,10,3,3,4,3.9481,4.1174,4.018,0.47,0.3927,0.5153,0.05,3.0,3.497611,0.02,0.7863333333333333,0.3930499740614458
337b4a7e,runb5a6c57ea9,kaon0L,10,3,3,4,3.6699,3.8855,3.7223,0.3854,0.4034,0.5579,0.05,3.0,3.497611,0.02,0.7883333333333333,0.38266712017683846
337b4a7e,run8865bce9f7,neutron,10,3,3,4,3.6699,3.8855,3.7223,0.3854,0.4034,0.5579,0.05,3.0,3.9395654205,0.02,0.727,0.3966952651050218
b0cebb3f,run6aa9d7b485,kaon0L,10,3,3,4,3.5632,3.8648,4.2178,0.5694,0.5528,0.5506,0.05,3.0,3.497611,0.02,0.809,0.40225425910361784
b0cebb3f,run01f09c0b30,neutron,10,3,3,4,3.5632,3.8648,4.2178,0.5694,0.5528,0.5506,0.05,3.0,3.9395654205,0.02,0.7833333333333333,0.41691034401482713
9701c5f8,run44001db8bc,kaon0L,10,3,3,4,4.1237,3.9955,3.9642,0.3951,0.3127,0.3878,0.05,3.0,3.497611,0.02,0.7226666666666667,0.37439541077175065
9701c5f8,run0ccc281a6b,neutron,10,3,3,4,4.1237,3.9955,3.9642,0.3951,0.3127,0.3878,0.05,3.0,3.9395654205,0.02,0.612,0.37969790638652406
14ca1937,run7fdbe50992,neutron,10,3,3,4,4.2944,4.3103,4.2228,0.4604,0.5845,0.5871,0.05,3.0,3.9395654205,0.02,0.788,0.40009103271498697
14ca1937,run1997c9bc36,kaon0L,10,3,3,4,4.2944,4.3103,4.2228,0.4604,0.5845,0.5871,0.05,3.0,3.497611,0.02,0.819,0.41489753355800785
fa5f2331,runc4aa88fa36,kaon0L,10,3,3,4,4.4104,4.3381,4.4758,0.4207,0.5137,0.5972,0.05,3.0,3.497611,0.02,0.8093333333333333,0.40540780060385334
fa5f2331,run72b9031639,neutron,10,3,3,4,4.4104,4.3381,4.4758,0.4207,0.5137,0.5972,0.05,3.0,3.9395654205,0.02,0.768,0.4096929369086683
06eae0b2,runf359b536cd,kaon0L,10,3,3,4,4.1033,4.3467,4.1083,0.4542,0.487,0.5548,0.05,3.0,3.497611,0.02,0.8136666666666666,0.3828574385483868
06eae0b2,run3b9668e7cd,neutron,10,3,3,4,4.1033,4.3467,4.1083,0.4542,0.487,0.5548,0.05,3.0,3.9395654205,0.02,0.762,0.41586925387839163
f8fa9553,run0969ab8e7b,neutron,10,3,3,4,4.2776,3.7747,3.9509,0.3919,0.4841,0.3218,0.05,3.0,3.9395654205,0.02,0.6623333333333333,0.4187067365893852
f8fa9553,run4b8ccd842d,kaon0L,10,3,3,4,4.2776,3.7747,3.9509,0.3919,0.4841,0.3218,0.05,3.0,3.497611,0.02,0.7246666666666667,0.3954206002985194
acf8eb57,runde0224a12c,kaon0L,10,3,3,4,3.5794,4.1838,3.9386,0.5512,0.398,0.4308,0.05,3.0,3.497611,0.02,0.7733333333333333,0.3933869582716008
acf8eb57,run27de8ec946,neutron,10,3,3,4,3.5794,4.1838,3.9386,0.5512,0.398,0.4308,0.05,3.0,3.9395654205,0.02,0.7136666666666667,0.41106081976715997
fed172a0,runb022aa1f26,neutron,10,3,3,4,3.9432,3.7367,4.3816,0.4474,0.4807,0.4008,0.05,3.0,3.9395654205,0.02,0.7073333333333334,0.3926360702916166
fed172a0,run223b560dc0,kaon0L,10,3,3,4,3.9432,3.7367,4.3816,0.4474,0.4807,0.4008,0.05,3.0,3.497611,0.02,0.7756666666666666,0.4063455430923012
d875ee9e,run8f44b3241e,neutron,10,3,3,4,4.3368,4.0258,4.2111,0.3349,0.3016,0.355,0.05,3.0,3.9395654205,0.02,0.5516666666666666,0.39172822182441513
d875ee9e,run8483270127,kaon0L,10,3,3,4,4.3368,4.0258,4.2111,0.3349,0.3016,0.355,0.05,3.0,3.497611,0.02,0.6603333333333333,0.34586141078435123
215e7c98,runbc7d2b01a8,neutron,10,3,3,4,4.0044,4.197,4.0228,0.3257,0.4291,0.5393,0.05,3.0,3.9395654205,0.02,0.693,0.37318555244935847
215e7c98,run476b914dd7,kaon0L,10,3,3,4,4.0044,4.197,4.0228,0.3257,0.4291,0.5393,0.05,3.0,3.497611,0.02,0.764,0.3921437788496851
f71f0257,rund006086dff,neutron,10,3,3,4,3.7037,3.8501,4.46,0.4333,0.5548,0.542,0.05,3.0,3.9395654205,0.02,0.7563333333333333,0.40752785314219137
f71f0257,run2db5067e55,kaon0L,10,3,3,4,3.7037,3.8501,4.46,0.4333,0.5548,0.542,0.05,3.0,3.497611,0.02,0.8103333333333333,0.39350771713165633
7f2924f1,run2f4a60525b,neutron,10,3,3,4,3.7158,4.1318,4.4668,0.5578,0.3205,0.3404,0.05,3.0,3.9395654205,0.02,0.6493333333333333,0.41230039114822087
7f2924f1,runeb41e251bf,kaon0L,10,3,3,4,3.7158,4.1318,4.4668,0.5578,0.3205,0.3404,0.05,3.0,3.497611,0.02,0.7126666666666667,0.41687242448387046
1dfac2af,run5298a9f273,neutron,10,3,3,4,4.4012,3.5241,4.3278,0.3058,0.4401,0.3088,0.05,3.0,3.9395654205,0.02,0.575,0.3831795847694435
1dfac2af,run96c88ed6bb,kaon0L,10,3,3,4,4.4012,3.5241,4.3278,0.3058,0.4401,0.3088,0.05,3.0,3.497611,0.02,0.6863333333333334,0.3684314736218762
a9d91d2e,run8a8d209e05,neutron,10,3,3,4,3.8688,3.5427,4.1472,0.4241,0.5223,0.4872,0.05,3.0,3.9395654205,0.02,0.7396666666666667,0.3977696536717683
a9d91d2e,run0e68ffba0e,kaon0L,10,3,3,4,3.8688,3.5427,4.1472,0.4241,0.5223,0.4872,0.05,3.0,3.497611,0.02,0.7743333333333333,0.39826658891334776
34121a9d,run8de2af2ebc,neutron,10,3,3,4,3.8842,4.075,3.865,0.3578,0.3765,0.3128,0.05,3.0,3.9395654205,0.02,0.5843333333333334,0.3553349090074463
34121a9d,run9ecb834d23,kaon0L,10,3,3,4,3.8842,4.075,3.865,0.3578,0.3765,0.3128,0.05,3.0,3.497611,0.02,0.691,0.3377624731083817
f6caa411,run4a843add5c,kaon0L,10,3,3,4,3.907,4.4278,4.1432,0.4016,0.5077,0.5677,0.05,3.0,3.497611,0.02,0.814,0.3754204754044969
f6caa411,run91f33e30e8,neutron,10,3,3,4,3.907,4.4278,4.1432,0.4016,0.5077,0.5677,0.05,3.0,3.9395654205,0.02,0.759,0.4129617221786466
b5c28208,run27315507d6,kaon0L,10,3,3,4,4.0354,3.9572,4.2811,0.3122,0.4896,0.4842,0.05,3.0,3.497611,0.02,0.764,0.39738541051874565
b5c28208,rundf6d46895e,neutron,10,3,3,4,4.0354,3.9572,4.2811,0.3122,0.4896,0.4842,0.05,3.0,3.9395654205,0.02,0.6956666666666667,0.40005423013506575
80827b09,run6153bac82d,kaon0L,10,3,3,4,4.2367,4.4566,3.5245,0.5036,0.5177,0.5245,0.05,3.0,3.497611,0.02,0.8,0.40760160665154266
80827b09,run44cbe1ec07,neutron,10,3,3,4,4.2367,4.4566,3.5245,0.5036,0.5177,0.5245,0.05,3.0,3.9395654205,0.02,0.767,0.41690109088610655
8bd9fdb0,runebd9360548,neutron,10,3,3,4,3.8878,4.0913,3.7281,0.5598,0.58,0.474,0.05,3.0,3.9395654205,0.02,0.7876666666666666,0.4194176006861185
8bd9fdb0,runaf972017ea,kaon0L,10,3,3,4,3.8878,4.0913,3.7281,0.5598,0.58,0.474,0.05,3.0,3.497611,0.02,0.8,0.4083220481894316
7d003439,run0183b9c350,neutron,10,3,3,4,3.5713,3.7451,4.0494,0.396,0.5624,0.4096,0.05,3.0,3.9395654205,0.02,0.7076666666666667,0.4073174359170134
7d003439,run5179aefc3d,kaon0L,10,3,3,4,3.5713,3.7451,4.0494,0.396,0.5624,0.4096,0.05,3.0,3.497611,0.02,0.7686666666666667,0.4129239533072623
e913c336,runcf2f99a58c,kaon0L,10,3,3,4,4.2166,3.977,4.1634,0.4878,0.3523,0.5842,0.05,3.0,3.497611,0.02,0.809,0.37805145074065066
e913c336,rund5eb2351a9,neutron,10,3,3,4,4.2166,3.977,4.1634,0.4878,0.3523,0.5842,0.05,3.0,3.9395654205,0.02,0.758,0.3975579367500731
e3aaa1a9,runa5718c5156,kaon0L,10,3,3,4,4.0805,3.757,4.1995,0.5195,0.3267,0.4985,0.05,3.0,3.497611,0.02,0.7873333333333333,0.3955393517897367
e3aaa1a9,run75d0dd2be0,neutron,10,3,3,4,4.0805,3.757,4.1995,0.5195,0.3267,0.4985,0.05,3.0,3.9395654205,0.02,0.7223333333333334,0.4064744385338652
3aa9fcbb,run90ce851b80,neutron,10,3,3,4,3.8236,3.9911,4.0665,0.5636,0.3544,0.3339,0.05,3.0,3.9395654205,0.02,0.6593333333333333,0.4223498797143781
3aa9fcbb,run7ff27dcd13,kaon0L,10,3,3,4,3.8236,3.9911,4.0665,0.5636,0.3544,0.3339,0.05,3.0,3.497611,0.02,0.7313333333333333,0.4038725713511423
e0a400f4,run018ec904d8,kaon0L,10,3,3,4,3.7923,4.1593,3.579,0.4889,0.4307,0.3586,0.05,3.0,3.497611,0.02,0.758,0.3918137151220594
e0a400f4,run194cf51ee5,neutron,10,3,3,4,3.7923,4.1593,3.579,0.4889,0.4307,0.3586,0.05,3.0,3.9395654205,0.02,0.6833333333333333,0.41090961979117835
97068ed0,runa4f8dfb098,kaon0L,10,3,3,4,4.0785,3.8057,3.5908,0.4851,0.3864,0.5813,0.05,3.0,3.497611,0.02,0.801,0.39257297138375963
97068ed0,run1c932ad2d6,neutron,10,3,3,4,4.0785,3.8057,3.5908,0.4851,0.3864,0.5813,0.05,3.0,3.9395654205,0.02,0.7386666666666667,0.4145635267032054
c099286d,run5388e09e47,neutron,10,3,3,4,4.2495,4.202,3.6937,0.3767,0.4657,0.4615,0.05,3.0,3.9395654205,0.02,0.698,0.3834058927681185
c099286d,runa6186e97f5,kaon0L,10,3,3,4,4.2495,4.202,3.6937,0.3767,0.4657,0.4615,0.05,3.0,3.497611,0.02,0.7716666666666666,0.4022789980047004
08c45413,rund71d8bbfb5,kaon0L,10,3,3,4,4.3403,4.2657,3.8301,0.5653,0.3902,0.5168,0.05,3.0,3.497611,0.02,0.8033333333333333,0.38854464128437977
08c45413,run9d277ce743,neutron,10,3,3,4,4.3403,4.2657,3.8301,0.5653,0.3902,0.5168,0.05,3.0,3.9395654205,0.02,0.7686666666666667,0.4165691227690176
99071f9e,run7e7df1090e,kaon0L,10,3,3,4,3.9677,3.5143,3.8441,0.3217,0.4108,0.571,0.05,3.0,3.497611,0.02,0.7603333333333333,0.39577379300269167
99071f9e,rund404e39e73,neutron,10,3,3,4,3.9677,3.5143,3.8441,0.3217,0.4108,0.571,0.05,3.0,3.9395654205,0.02,0.7076666666666667,0.38287153887090214
3f7b49a9,runf739a6a02a,neutron,10,3,3,4,4.1733,4.0518,3.8147,0.3023,0.4002,0.3362,0.05,3.0,3.9395654205,0.02,0.58,0.37158342564546715
3f7b49a9,runc19fb3bbcf,kaon0L,10,3,3,4,4.1733,4.0518,3.8147,0.3023,0.4002,0.3362,0.05,3.0,3.497611,0.02,0.6823333333333333,0.355989691937205
d64e2e3e,run5bf3cb80cb,neutron,10,3,3,4,3.9148,4.1099,3.9873,0.4281,0.3294,0.3443,0.05,3.0,3.9395654205,0.02,0.6163333333333333,0.37728679927682107
d64e2e3e,rundbb8c23658,kaon0L,10,3,3,4,3.9148,4.1099,3.9873,0.4281,0.3294,0.3443,0.05,3.0,3.497611,0.02,0.7036666666666667,0.36643725312573955
f8a6e74a,run4430b85fa9,neutron,10,3,3,4,4.2574,3.9336,4.2434,0.3454,0.5272,0.3983,0.05,3.0,3.9395654205,0.02,0.6903333333333334,0.3985847637458995
f8a6e74a,runa6dcd07cd4,kaon0L,10,3,3,4,4.2574,3.9336,4.2434,0.3454,0.5272,0.3983,0.05,3.0,3.497611,0.02,0.7413333333333333,0.3909148705255532
58b5b6e1,run7444121d7c,kaon0L,10,3,3,4,4.1487,4.0972,3.5412,0.4343,0.5421,0.5313,0.05,3.0,3.497611,0.02,0.8103333333333333,0.41460515548192156
58b5b6e1,run2739cf1e57,neutron,10,3,3,4,4.1487,4.0972,3.5412,0.4343,0.5421,0.5313,0.05,3.0,3.9395654205,0.02,0.7723333333333333,0.3976882106524717
c88d0d43,run8d62ea5993,kaon0L,10,3,3,4,4.2806,4.4442,3.9021,0.4278,0.3718,0.442,0.05,3.0,3.497611,0.02,0.754,0.37562793231047636
c88d0d43,run50a1f9b2d0,neutron,10,3,3,4,4.2806,4.4442,3.9021,0.4278,0.3718,0.442,0.05,3.0,3.9395654205,0.02,0.6806666666666666,0.37964646752948955
0ac46c77,run30c5cf1970,neutron,10,3,3,4,3.6491,3.7127,3.7457,0.5664,0.3825,0.3607,0.05,3.0,3.9395654205,0.02,0.6903333333333334,0.42905513306219795
0ac46c77,run750c99d77a,kaon0L,10,3,3,4,3.6491,3.7127,3.7457,0.5664,0.3825,0.3607,0.05,3.0,3.497611,0.02,0.7416666666666667,0.40241890889034976
